Cod,Region/Country/Area,Year,Series,Value,Footnotes
268,Georgia,2005,Kidnapping at the national level- rate per 100K,2.1,
268,Georgia,2005,Theft at the national level- rate per 100K population,386.1,
268,Georgia,2005,Total Sexual Violence at the national level- rate per 100K,3.9,
268,Georgia,2010,Intentional homicide rates per 100K,4.6,
268,Georgia,2010,Percentage of male and female intentional homicide victims- Male,8.1,
268,Georgia,2010,Percentage of male and female intentional homicide victims- Female,1.3,
268,Georgia,2010,Assault rate per 100K population,3.1,
268,Georgia,2010,Kidnapping at the national level- rate per 100K,0.1,
268,Georgia,2010,Theft at the national level- rate per 100K population,277.4,
268,Georgia,2010,Robbery at the national level- rate per 100K population,15.6,
268,Georgia,2010,Total Sexual Violence at the national level- rate per 100K,4,
268,Georgia,2014,Intentional homicide rates per 100K,2.7,
268,Georgia,2014,Percentage of male and female intentional homicide victims- Male,3.9,
268,Georgia,2014,Percentage of male and female intentional homicide victims- Female,1.6,
268,Georgia,2014,Assault rate per 100K population,5.7,
268,Georgia,2014,Theft at the national level- rate per 100K population,236.9,
268,Georgia,2014,Robbery at the national level- rate per 100K population,11.7,
268,Georgia,2014,Total Sexual Violence at the national level- rate per 100K,3.2,
268,Georgia,2018,Intentional homicide rates per 100K,2.2,
268,Georgia,2018,Percentage of male and female intentional homicide victims- Male,3.7,
268,Georgia,2018,Percentage of male and female intentional homicide victims- Female,0.9,
268,Georgia,2018,Assault rate per 100K population,4.6,
276,Germany,2005,Intentional homicide rates per 100K,1.1,
276,Germany,2005,Percentage of male and female intentional homicide victims- Male,1.2,
276,Germany,2005,Percentage of male and female intentional homicide victims- Female,0.9,
276,Germany,2005,Assault rate per 100K population,605.8,
276,Germany,2005,Kidnapping at the national level- rate per 100K,2.1,
276,Germany,2005,Theft at the national level- rate per 100K population,"2,738.20",
276,Germany,2005,Total Sexual Violence at the national level- rate per 100K,67.6,
276,Germany,2010,Intentional homicide rates per 100K,1,
276,Germany,2010,Percentage of male and female intentional homicide victims- Male,1,
276,Germany,2010,Percentage of male and female intentional homicide victims- Female,1,
276,Germany,2010,Assault rate per 100K population,176.8,
276,Germany,2010,Kidnapping at the national level- rate per 100K,6.1,
276,Germany,2010,Theft at the national level- rate per 100K population,"1,509.40",
276,Germany,2010,Robbery at the national level- rate per 100K population,59.6,
276,Germany,2010,Total Sexual Violence at the national level- rate per 100K,45.2,
276,Germany,2017,Intentional homicide rates per 100K,1,
276,Germany,2017,Percentage of male and female intentional homicide victims- Male,1.1,
276,Germany,2017,Percentage of male and female intentional homicide victims- Female,0.9,
276,Germany,2017,Assault rate per 100K population,165.8,
276,Germany,2017,Kidnapping at the national level- rate per 100K,5.6,
276,Germany,2017,Theft at the national level- rate per 100K population,"1,399.00",
276,Germany,2017,Robbery at the national level- rate per 100K population,47,
276,Germany,2017,Total Sexual Violence at the national level- rate per 100K,42.1,
276,Germany,2018,Intentional homicide rates per 100K,0.9,
276,Germany,2018,Percentage of male and female intentional homicide victims- Male,1,
276,Germany,2018,Percentage of male and female intentional homicide victims- Female,0.9,
276,Germany,2018,Assault rate per 100K population,164.5,
276,Germany,2018,Kidnapping at the national level- rate per 100K,5.5,
276,Germany,2018,Theft at the national level- rate per 100K population,"1,302.20",
288,Ghana,2005,Intentional homicide rates per 100K,1.8,
288,Ghana,2010,Intentional homicide rates per 100K,1.7,
288,Ghana,2017,Intentional homicide rates per 100K,2.1,
292,Gibraltar,2010,Intentional homicide rates per 100K,3,
300,Greece,2005,Intentional homicide rates per 100K,1.2,
300,Greece,2005,Percentage of male and female intentional homicide victims- Male,1.6,
300,Greece,2005,Percentage of male and female intentional homicide victims- Female,0.8,
300,Greece,2005,Assault rate per 100K population,69.3,
300,Greece,2005,Kidnapping at the national level- rate per 100K,0.2,
300,Greece,2005,Theft at the national level- rate per 100K population,549.2,
300,Greece,2005,Total Sexual Violence at the national level- rate per 100K,5.6,
300,Greece,2010,Intentional homicide rates per 100K,1.6,
300,Greece,2010,Percentage of male and female intentional homicide victims- Male,2.7,
300,Greece,2010,Percentage of male and female intentional homicide victims- Female,0.6,
300,Greece,2010,Assault rate per 100K population,10.1,
300,Greece,2010,Kidnapping at the national level- rate per 100K,1.6,
300,Greece,2010,Theft at the national level- rate per 100K population,"1,088.60",
300,Greece,2010,Robbery at the national level- rate per 100K population,55.8,
300,Greece,2010,Total Sexual Violence at the national level- rate per 100K,4.7,
300,Greece,2017,Intentional homicide rates per 100K,0.8,
300,Greece,2017,Percentage of male and female intentional homicide victims- Male,1.2,
300,Greece,2017,Percentage of male and female intentional homicide victims- Female,0.4,
300,Greece,2017,Assault rate per 100K population,14.3,
300,Greece,2017,Kidnapping at the national level- rate per 100K,0.7,
300,Greece,2017,Theft at the national level- rate per 100K population,641.9,
300,Greece,2017,Robbery at the national level- rate per 100K population,40.4,
300,Greece,2017,Total Sexual Violence at the national level- rate per 100K,4.3,
300,Greece,2018,Intentional homicide rates per 100K,0.9,
300,Greece,2018,Percentage of male and female intentional homicide victims- Male,1.4,
300,Greece,2018,Percentage of male and female intentional homicide victims- Female,0.5,
300,Greece,2018,Assault rate per 100K population,15.1,
300,Greece,2018,Kidnapping at the national level- rate per 100K,0.7,
300,Greece,2018,Theft at the national level- rate per 100K population,554,
304,Greenland,2005,Intentional homicide rates per 100K,17.6,
304,Greenland,2010,Intentional homicide rates per 100K,19.4,
304,Greenland,2016,Intentional homicide rates per 100K,5.3,
308,Grenada,2005,Intentional homicide rates per 100K,10.5,
308,Grenada,2005,Percentage of male and female intentional homicide victims- Male,15.2,
308,Grenada,2005,Percentage of male and female intentional homicide victims- Female,5.8,
308,Grenada,2005,Assault rate per 100K population,"1,809.70",
308,Grenada,2005,Kidnapping at the national level- rate per 100K,0,
308,Grenada,2005,Theft at the national level- rate per 100K population,"1,732.30",
308,Grenada,2005,Total Sexual Violence at the national level- rate per 100K,144.3,
308,Grenada,2010,Intentional homicide rates per 100K,9.4,
308,Grenada,2010,Percentage of male and female intentional homicide victims- Male,14.9,
308,Grenada,2010,Percentage of male and female intentional homicide victims- Female,3.8,
308,Grenada,2010,Assault rate per 100K population,"1,084.50",
308,Grenada,2010,Kidnapping at the national level- rate per 100K,0,
308,Grenada,2010,Theft at the national level- rate per 100K population,904.7,
308,Grenada,2010,Robbery at the national level- rate per 100K population,24.5,
308,Grenada,2010,Total Sexual Violence at the national level- rate per 100K,104.5,
308,Grenada,2016,Intentional homicide rates per 100K,10,
308,Grenada,2016,Percentage of male and female intentional homicide victims- Male,14.4,
308,Grenada,2016,Percentage of male and female intentional homicide victims- Female,5.5,
308,Grenada,2016,Assault rate per 100K population,396.3,
308,Grenada,2016,Kidnapping at the national level- rate per 100K,0,
308,Grenada,2016,Theft at the national level- rate per 100K population,"2,245.50",
308,Grenada,2016,Robbery at the national level- rate per 100K population,49.9,
308,Grenada,2016,Total Sexual Violence at the national level- rate per 100K,207.7,
308,Grenada,2017,Intentional homicide rates per 100K,10.8,
308,Grenada,2017,Percentage of male and female intentional homicide victims- Male,17.9,
308,Grenada,2017,Percentage of male and female intentional homicide victims- Female,3.6,
308,Grenada,2017,Assault rate per 100K population,338.2,
308,Grenada,2017,Kidnapping at the national level- rate per 100K,0,
308,Grenada,2017,Robbery at the national level- rate per 100K population,51.4,
308,Grenada,2017,Total Sexual Violence at the national level- rate per 100K,179.5,
312,Guadeloupe,2005,Intentional homicide rates per 100K,5.7,
312,Guadeloupe,2005,Percentage of male and female intentional homicide victims- Male,11.3,
312,Guadeloupe,2005,Percentage of male and female intentional homicide victims- Female,0.7,
312,Guadeloupe,2009,Intentional homicide rates per 100K,8.9,
312,Guadeloupe,2009,Percentage of male and female intentional homicide victims- Male,16.2,
312,Guadeloupe,2009,Percentage of male and female intentional homicide victims- Female,2.5,
312,Guadeloupe,2016,Intentional homicide rates per 100K,5.8,
316,Guam,2005,Intentional homicide rates per 100K,4.4,
316,Guam,2010,Intentional homicide rates per 100K,1.9,
316,Guam,2011,Intentional homicide rates per 100K,2.5,
320,Guatemala,2005,Intentional homicide rates per 100K,40.8,
320,Guatemala,2005,Percentage of male and female intentional homicide victims- Male,75,
320,Guatemala,2005,Percentage of male and female intentional homicide victims- Female,7.8,
320,Guatemala,2005,Assault rate per 100K population,46.5,
320,Guatemala,2005,Kidnapping at the national level- rate per 100K,0.4,
320,Guatemala,2005,Theft at the national level- rate per 100K population,32.9,
320,Guatemala,2005,Total Sexual Violence at the national level- rate per 100K,2.4,
320,Guatemala,2010,Intentional homicide rates per 100K,40.7,
320,Guatemala,2010,Percentage of male and female intentional homicide victims- Male,73.3,
320,Guatemala,2010,Percentage of male and female intentional homicide victims- Female,9.3,
320,Guatemala,2010,Assault rate per 100K population,50.9,
320,Guatemala,2010,Kidnapping at the national level- rate per 100K,0.9,
320,Guatemala,2010,Theft at the national level- rate per 100K population,44.5,
320,Guatemala,2010,Robbery at the national level- rate per 100K population,22.1,
320,Guatemala,2010,Total Sexual Violence at the national level- rate per 100K,3.4,
320,Guatemala,2012,Intentional homicide rates per 100K,33.8,
320,Guatemala,2012,Percentage of male and female intentional homicide victims- Male,61,
320,Guatemala,2012,Percentage of male and female intentional homicide victims- Female,7.4,
320,Guatemala,2012,Assault rate per 100K population,39.9,
320,Guatemala,2012,Kidnapping at the national level- rate per 100K,0.5,
320,Guatemala,2012,Theft at the national level- rate per 100K population,59.7,
320,Guatemala,2012,Robbery at the national level- rate per 100K population,25,
320,Guatemala,2012,Total Sexual Violence at the national level- rate per 100K,4.3,
320,Guatemala,2015,Intentional homicide rates per 100K,29.4,
320,Guatemala,2015,Percentage of male and female intentional homicide victims- Male,54.6,
320,Guatemala,2015,Percentage of male and female intentional homicide victims- Female,7.6,
320,Guatemala,2015,Assault rate per 100K population,14.6,
320,Guatemala,2015,Kidnapping at the national level- rate per 100K,2.5,
320,Guatemala,2015,Theft at the national level- rate per 100K population,290.1,
320,Guatemala,2015,Total Sexual Violence at the national level- rate per 100K,65.8,
320,Guatemala,2016,Intentional homicide rates per 100K,27.3,
320,Guatemala,2016,Percentage of male and female intentional homicide victims- Male,94.6,
320,Guatemala,2016,Assault rate per 100K population,11.2,
320,Guatemala,2016,Theft at the national level- rate per 100K population,296.2,
