Cod,Region/Country/Area,Year,Series,Value
196,Cyprus,2020,Unemployment rate - Total,7.2
196,Cyprus,2020,Labour force participation - Male,68
196,Cyprus,2020,Unemployment rate - Male,6.4
196,Cyprus,2020,Labour force participation - Female,57.8
196,Cyprus,2020,Unemployment rate - Female,8.3
203,Czechia,2005,Labour force participation - Total,59.5
203,Czechia,2005,Unemployment rate - Total,7.9
203,Czechia,2005,Labour force participation - Male,68.9
203,Czechia,2005,Unemployment rate - Male,6.5
203,Czechia,2005,Labour force participation - Female,50.8
203,Czechia,2005,Unemployment rate - Female,9.8
203,Czechia,2010,Labour force participation - Total,58.4
203,Czechia,2010,Unemployment rate - Total,7.3
203,Czechia,2010,Labour force participation - Male,68
203,Czechia,2010,Unemployment rate - Male,6.4
203,Czechia,2010,Labour force participation - Female,49.2
203,Czechia,2010,Unemployment rate - Female,8.5
203,Czechia,2015,Labour force participation - Total,59.6
203,Czechia,2015,Unemployment rate - Total,5.1
203,Czechia,2015,Labour force participation - Male,68.3
203,Czechia,2015,Unemployment rate - Male,4.2
203,Czechia,2015,Labour force participation - Female,51.4
203,Czechia,2015,Unemployment rate - Female,6.1
203,Czechia,2020,Labour force participation - Total,60.3
203,Czechia,2020,Unemployment rate - Total,1.9
203,Czechia,2020,Labour force participation - Male,68.2
203,Czechia,2020,Unemployment rate - Male,1.6
203,Czechia,2020,Labour force participation - Female,52.8
203,Czechia,2020,Unemployment rate - Female,2.3
408,Dem. People's Rep. Korea,2005,Labour force participation - Total,81.5
408,Dem. People's Rep. Korea,2005,Unemployment rate - Total,2.9
408,Dem. People's Rep. Korea,2005,Labour force participation - Male,88.6
408,Dem. People's Rep. Korea,2005,Unemployment rate - Male,3.3
408,Dem. People's Rep. Korea,2005,Labour force participation - Female,74.9
408,Dem. People's Rep. Korea,2005,Unemployment rate - Female,2.5
408,Dem. People's Rep. Korea,2010,Labour force participation - Total,80.9
408,Dem. People's Rep. Korea,2010,Unemployment rate - Total,2.9
408,Dem. People's Rep. Korea,2010,Labour force participation - Male,88
408,Dem. People's Rep. Korea,2010,Unemployment rate - Male,3.3
408,Dem. People's Rep. Korea,2010,Labour force participation - Female,74.2
408,Dem. People's Rep. Korea,2010,Unemployment rate - Female,2.5
408,Dem. People's Rep. Korea,2015,Labour force participation - Total,80.5
408,Dem. People's Rep. Korea,2015,Unemployment rate - Total,2.9
408,Dem. People's Rep. Korea,2015,Labour force participation - Male,87.7
408,Dem. People's Rep. Korea,2015,Unemployment rate - Male,3.3
408,Dem. People's Rep. Korea,2015,Labour force participation - Female,73.7
408,Dem. People's Rep. Korea,2015,Unemployment rate - Female,2.5
408,Dem. People's Rep. Korea,2020,Labour force participation - Total,80.3
408,Dem. People's Rep. Korea,2020,Unemployment rate - Total,2.8
408,Dem. People's Rep. Korea,2020,Labour force participation - Male,87.7
408,Dem. People's Rep. Korea,2020,Unemployment rate - Male,3.1
408,Dem. People's Rep. Korea,2020,Labour force participation - Female,73.3
408,Dem. People's Rep. Korea,2020,Unemployment rate - Female,2.4
180,Dem. Rep. of the Congo,2005,Labour force participation - Total,71.6
180,Dem. Rep. of the Congo,2005,Unemployment rate - Total,2.9
180,Dem. Rep. of the Congo,2005,Labour force participation - Male,72.8
180,Dem. Rep. of the Congo,2005,Unemployment rate - Male,3.5
180,Dem. Rep. of the Congo,2005,Labour force participation - Female,70.5
180,Dem. Rep. of the Congo,2005,Unemployment rate - Female,2.2
180,Dem. Rep. of the Congo,2010,Labour force participation - Total,66.3
180,Dem. Rep. of the Congo,2010,Unemployment rate - Total,4
180,Dem. Rep. of the Congo,2010,Labour force participation - Male,68.7
180,Dem. Rep. of the Congo,2010,Unemployment rate - Male,4.7
180,Dem. Rep. of the Congo,2010,Labour force participation - Female,63.9
180,Dem. Rep. of the Congo,2010,Unemployment rate - Female,3.2
180,Dem. Rep. of the Congo,2015,Labour force participation - Total,63.9
180,Dem. Rep. of the Congo,2015,Unemployment rate - Total,4.4
180,Dem. Rep. of the Congo,2015,Labour force participation - Male,66.8
180,Dem. Rep. of the Congo,2015,Unemployment rate - Male,5.2
180,Dem. Rep. of the Congo,2015,Labour force participation - Female,61.1
180,Dem. Rep. of the Congo,2015,Unemployment rate - Female,3.6
180,Dem. Rep. of the Congo,2020,Labour force participation - Total,63.2
180,Dem. Rep. of the Congo,2020,Unemployment rate - Total,4.3
180,Dem. Rep. of the Congo,2020,Labour force participation - Male,66.1
180,Dem. Rep. of the Congo,2020,Unemployment rate - Male,5
180,Dem. Rep. of the Congo,2020,Labour force participation - Female,60.4
180,Dem. Rep. of the Congo,2020,Unemployment rate - Female,3.4
208,Denmark,2005,Labour force participation - Total,65.9
208,Denmark,2005,Unemployment rate - Total,4.8
208,Denmark,2005,Labour force participation - Male,71.4
208,Denmark,2005,Unemployment rate - Male,4.4
208,Denmark,2005,Labour force participation - Female,60.5
208,Denmark,2005,Unemployment rate - Female,5.3
208,Denmark,2010,Labour force participation - Total,64.4
208,Denmark,2010,Unemployment rate - Total,7.5
208,Denmark,2010,Labour force participation - Male,69.1
208,Denmark,2010,Unemployment rate - Male,8.4
208,Denmark,2010,Labour force participation - Female,59.8
208,Denmark,2010,Unemployment rate - Female,6.5
208,Denmark,2015,Labour force participation - Total,62
208,Denmark,2015,Unemployment rate - Total,6.2
208,Denmark,2015,Labour force participation - Male,66.4
208,Denmark,2015,Unemployment rate - Male,5.9
208,Denmark,2015,Labour force participation - Female,57.7
208,Denmark,2015,Unemployment rate - Female,6.4
208,Denmark,2020,Labour force participation - Total,62.1
208,Denmark,2020,Unemployment rate - Total,4.9
208,Denmark,2020,Labour force participation - Male,66.2
208,Denmark,2020,Unemployment rate - Male,4.6
208,Denmark,2020,Labour force participation - Female,58.2
208,Denmark,2020,Unemployment rate - Female,5.1
262,Djibouti,2005,Labour force participation - Total,60.6
262,Djibouti,2005,Unemployment rate - Total,10.6
262,Djibouti,2005,Labour force participation - Male,74.1
262,Djibouti,2005,Unemployment rate - Male,10.7
262,Djibouti,2005,Labour force participation - Female,47.1
262,Djibouti,2005,Unemployment rate - Female,10.6
262,Djibouti,2010,Labour force participation - Total,60.8
262,Djibouti,2010,Unemployment rate - Total,10.7
262,Djibouti,2010,Labour force participation - Male,71
262,Djibouti,2010,Unemployment rate - Male,10.7
262,Djibouti,2010,Labour force participation - Female,49.6
262,Djibouti,2010,Unemployment rate - Female,10.7
262,Djibouti,2015,Labour force participation - Total,60.5
262,Djibouti,2015,Unemployment rate - Total,10.6
262,Djibouti,2015,Labour force participation - Male,69.5
262,Djibouti,2015,Unemployment rate - Male,10.4
262,Djibouti,2015,Labour force participation - Female,50.4
262,Djibouti,2015,Unemployment rate - Female,10.8
262,Djibouti,2020,Labour force participation - Total,60.3
262,Djibouti,2020,Unemployment rate - Total,10.3
262,Djibouti,2020,Labour force participation - Male,68.8
262,Djibouti,2020,Unemployment rate - Male,10.3
262,Djibouti,2020,Labour force participation - Female,50.8
262,Djibouti,2020,Unemployment rate - Female,10.4
212,Dominica,2001,Labour force participation - Total,57.7
212,Dominica,2001,Unemployment rate - Total,11
212,Dominica,2001,Labour force participation - Male,70.2
212,Dominica,2001,Unemployment rate - Male,12
212,Dominica,2001,Labour force participation - Female,45
212,Dominica,2001,Unemployment rate - Female,9.5
214,Dominican Republic,2005,Labour force participation - Total,57.5
214,Dominican Republic,2005,Unemployment rate - Total,6.6
214,Dominican Republic,2005,Labour force participation - Male,74.8
214,Dominican Republic,2005,Unemployment rate - Male,4.9
214,Dominican Republic,2005,Labour force participation - Female,40.2
214,Dominican Republic,2005,Unemployment rate - Female,9.8
214,Dominican Republic,2010,Labour force participation - Total,58.1
214,Dominican Republic,2010,Unemployment rate - Total,5.2
214,Dominican Republic,2010,Labour force participation - Male,73.8
214,Dominican Republic,2010,Unemployment rate - Male,4.1
214,Dominican Republic,2010,Labour force participation - Female,42.4
214,Dominican Republic,2010,Unemployment rate - Female,7.1
214,Dominican Republic,2015,Labour force participation - Total,63.7
214,Dominican Republic,2015,Unemployment rate - Total,7.6
214,Dominican Republic,2015,Labour force participation - Male,78
214,Dominican Republic,2015,Unemployment rate - Male,5.5
214,Dominican Republic,2015,Labour force participation - Female,49.6
214,Dominican Republic,2015,Unemployment rate - Female,10.9
214,Dominican Republic,2020,Labour force participation - Total,64.4
214,Dominican Republic,2020,Unemployment rate - Total,5.9
214,Dominican Republic,2020,Labour force participation - Male,77.4
214,Dominican Republic,2020,Unemployment rate - Male,4.2
214,Dominican Republic,2020,Labour force participation - Female,51.6
214,Dominican Republic,2020,Unemployment rate - Female,8.4
218,Ecuador,2005,Labour force participation - Total,68.2
218,Ecuador,2005,Unemployment rate - Total,3.8
218,Ecuador,2005,Labour force participation - Male,83.9
218,Ecuador,2005,Unemployment rate - Male,3.2
218,Ecuador,2005,Labour force participation - Female,52.6
218,Ecuador,2005,Unemployment rate - Female,4.7
218,Ecuador,2010,Labour force participation - Total,65.1
218,Ecuador,2010,Unemployment rate - Total,4.1
218,Ecuador,2010,Labour force participation - Male,80.5
218,Ecuador,2010,Unemployment rate - Male,3.5
218,Ecuador,2010,Labour force participation - Female,49.9
218,Ecuador,2010,Unemployment rate - Female,5
218,Ecuador,2015,Labour force participation - Total,66.5
218,Ecuador,2015,Unemployment rate - Total,3.6
218,Ecuador,2015,Labour force participation - Male,81
218,Ecuador,2015,Unemployment rate - Male,3
218,Ecuador,2015,Labour force participation - Female,52.1
218,Ecuador,2015,Unemployment rate - Female,4.5
218,Ecuador,2020,Labour force participation - Total,68.1
218,Ecuador,2020,Unemployment rate - Total,4.2
218,Ecuador,2020,Labour force participation - Male,81
218,Ecuador,2020,Unemployment rate - Male,3.6
218,Ecuador,2020,Labour force participation - Female,55.3
218,Ecuador,2020,Unemployment rate - Female,5.2
818,Egypt,2005,Labour force participation - Total,46.6
818,Egypt,2005,Unemployment rate - Total,11.2
818,Egypt,2005,Labour force participation - Male,73
818,Egypt,2005,Unemployment rate - Male,7.3
818,Egypt,2005,Labour force participation - Female,20.3
818,Egypt,2005,Unemployment rate - Female,25.1
818,Egypt,2010,Labour force participation - Total,49.1
818,Egypt,2010,Unemployment rate - Total,8.8
818,Egypt,2010,Labour force participation - Male,75.6
818,Egypt,2010,Unemployment rate - Male,4.8
818,Egypt,2010,Labour force participation - Female,22.6
818,Egypt,2010,Unemployment rate - Female,22.1
818,Egypt,2015,Labour force participation - Total,47.9
818,Egypt,2015,Unemployment rate - Total,13.1
818,Egypt,2015,Labour force participation - Male,73.3
818,Egypt,2015,Unemployment rate - Male,9.4
818,Egypt,2015,Labour force participation - Female,22.5
818,Egypt,2015,Unemployment rate - Female,24.9
818,Egypt,2020,Labour force participation - Total,46.5
818,Egypt,2020,Unemployment rate - Total,10.1
818,Egypt,2020,Labour force participation - Male,70.9
818,Egypt,2020,Unemployment rate - Male,6.6
818,Egypt,2020,Labour force participation - Female,22.1
818,Egypt,2020,Unemployment rate - Female,21.4
222,El Salvador,2005,Labour force participation - Total,60.9
222,El Salvador,2005,Unemployment rate - Total,7.2
222,El Salvador,2005,Labour force participation - Male,79
222,El Salvador,2005,Unemployment rate - Male,8.9
222,El Salvador,2005,Labour force participation - Female,45.5
222,El Salvador,2005,Unemployment rate - Female,4.8
222,El Salvador,2010,Labour force participation - Total,59.9
222,El Salvador,2010,Unemployment rate - Total,4.9
222,El Salvador,2010,Labour force participation - Male,76.6
222,El Salvador,2010,Unemployment rate - Male,5.4
222,El Salvador,2010,Labour force participation - Female,46
222,El Salvador,2010,Unemployment rate - Female,4.2
222,El Salvador,2015,Labour force participation - Total,58.8
222,El Salvador,2015,Unemployment rate - Total,4
222,El Salvador,2015,Labour force participation - Male,75.3
222,El Salvador,2015,Unemployment rate - Male,4.4
222,El Salvador,2015,Labour force participation - Female,45.2
222,El Salvador,2015,Unemployment rate - Female,3.5
222,El Salvador,2020,Labour force participation - Total,59.2
222,El Salvador,2020,Unemployment rate - Total,4.2
222,El Salvador,2020,Labour force participation - Male,75.9
222,El Salvador,2020,Unemployment rate - Male,4.7
222,El Salvador,2020,Labour force participation - Female,45.5
222,El Salvador,2020,Unemployment rate - Female,3.6
226,Equatorial Guinea,2005,Labour force participation - Total,60.4
226,Equatorial Guinea,2005,Unemployment rate - Total,6.7
226,Equatorial Guinea,2005,Labour force participation - Male,67.1
226,Equatorial Guinea,2005,Unemployment rate - Male,6.9
226,Equatorial Guinea,2005,Labour force participation - Female,52.3
226,Equatorial Guinea,2005,Unemployment rate - Female,6.4
226,Equatorial Guinea,2010,Labour force participation - Total,61.8
226,Equatorial Guinea,2010,Unemployment rate - Total,6.7
226,Equatorial Guinea,2010,Labour force participation - Male,67.7
226,Equatorial Guinea,2010,Unemployment rate - Male,6.8
226,Equatorial Guinea,2010,Labour force participation - Female,54
226,Equatorial Guinea,2010,Unemployment rate - Female,6.5
226,Equatorial Guinea,2015,Labour force participation - Total,62.4
226,Equatorial Guinea,2015,Unemployment rate - Total,6.6
226,Equatorial Guinea,2015,Labour force participation - Male,67.8
226,Equatorial Guinea,2015,Unemployment rate - Male,6.8
226,Equatorial Guinea,2015,Labour force participation - Female,54.9
226,Equatorial Guinea,2015,Unemployment rate - Female,6.4
226,Equatorial Guinea,2020,Labour force participation - Total,62.3
226,Equatorial Guinea,2020,Unemployment rate - Total,6.5
226,Equatorial Guinea,2020,Labour force participation - Male,67.5
226,Equatorial Guinea,2020,Unemployment rate - Male,6.6
226,Equatorial Guinea,2020,Labour force participation - Female,55
