Region,Year,Series,Value
Comoros,2010,Labour force participation - Male,49.7
Comoros,2010,Unemployment rate - Male,4.3
Comoros,2010,Labour force participation - Female,34.5
Comoros,2010,Unemployment rate - Female,4.9
Comoros,2015,Labour force participation - Total,42.8
Comoros,2015,Unemployment rate - Total,4.5
Comoros,2015,Labour force participation - Male,49.8
Comoros,2015,Unemployment rate - Male,4.2
Comoros,2015,Labour force participation - Female,35.7
Comoros,2015,Unemployment rate - Female,4.9
Comoros,2020,Labour force participation - Total,43.4
Comoros,2020,Unemployment rate - Total,4.4
Comoros,2020,Labour force participation - Male,50
Comoros,2020,Unemployment rate - Male,4.1
Comoros,2020,Labour force participation - Female,36.8
Comoros,2020,Unemployment rate - Female,4.8
Congo,2005,Labour force participation - Total,68.9
Congo,2005,Unemployment rate - Total,19.8
Congo,2005,Labour force participation - Male,70.9
Congo,2005,Unemployment rate - Male,18.5
Congo,2005,Labour force participation - Female,66.9
Congo,2005,Unemployment rate - Female,21.1
Congo,2010,Labour force participation - Total,69.6
Congo,2010,Unemployment rate - Total,14
Congo,2010,Labour force participation - Male,71.5
Congo,2010,Unemployment rate - Male,12.4
Congo,2010,Labour force participation - Female,67.7
Congo,2010,Unemployment rate - Female,15.6
Congo,2015,Labour force participation - Total,69.8
Congo,2015,Unemployment rate - Total,9.9
Congo,2015,Labour force participation - Male,71.9
Congo,2015,Unemployment rate - Male,9.1
Congo,2015,Labour force participation - Female,67.7
Congo,2015,Unemployment rate - Female,10.8
Congo,2020,Labour force participation - Total,69.3
Congo,2020,Unemployment rate - Total,9.3
Congo,2020,Labour force participation - Male,71.2
Congo,2020,Unemployment rate - Male,8.7
Congo,2020,Labour force participation - Female,67.4
Congo,2020,Unemployment rate - Female,9.9
Cook Islands,2001,Labour force participation - Total,74.5
Cook Islands,2001,Labour force participation - Male,75.5
Cook Islands,2001,Labour force participation - Female,63
Cook Islands,2006,Labour force participation - Total,70.2
Cook Islands,2006,Unemployment rate - Total,6.9
Cook Islands,2006,Labour force participation - Male,76.1
Cook Islands,2006,Unemployment rate - Male,6.7
Cook Islands,2006,Labour force participation - Female,64.2
Cook Islands,2006,Unemployment rate - Female,7.3
Cook Islands,2011,Labour force participation - Total,71
Cook Islands,2011,Unemployment rate - Total,8.2
Cook Islands,2011,Labour force participation - Male,76.6
Cook Islands,2011,Unemployment rate - Male,8.2
Cook Islands,2011,Labour force participation - Female,65.4
Cook Islands,2011,Unemployment rate - Female,8.1
Costa Rica,2005,Labour force participation - Total,62.5
Costa Rica,2005,Unemployment rate - Total,6.6
Costa Rica,2005,Labour force participation - Male,80.4
Costa Rica,2005,Unemployment rate - Male,5
Costa Rica,2005,Labour force participation - Female,44.7
Costa Rica,2005,Unemployment rate - Female,9.3
Costa Rica,2010,Labour force participation - Total,60.8
Costa Rica,2010,Unemployment rate - Total,7.2
Costa Rica,2010,Labour force participation - Male,76.5
Costa Rica,2010,Unemployment rate - Male,6
Costa Rica,2010,Labour force participation - Female,45.3
Costa Rica,2010,Unemployment rate - Female,9.1
Costa Rica,2015,Labour force participation - Total,62
Costa Rica,2015,Unemployment rate - Total,9
Costa Rica,2015,Labour force participation - Male,75.6
Costa Rica,2015,Unemployment rate - Male,7.6
Costa Rica,2015,Labour force participation - Female,48.4
Costa Rica,2015,Unemployment rate - Female,11.2
Costa Rica,2020,Labour force participation - Total,62
Costa Rica,2020,Unemployment rate - Total,12.7
Costa Rica,2020,Labour force participation - Male,75.9
Costa Rica,2020,Unemployment rate - Male,10.7
Costa Rica,2020,Labour force participation - Female,48.2
Costa Rica,2020,Unemployment rate - Female,15.9
Côte d’Ivoire,2005,Labour force participation - Total,62.9
Côte d’Ivoire,2005,Unemployment rate - Total,5.5
Côte d’Ivoire,2005,Labour force participation - Male,76.7
Côte d’Ivoire,2005,Unemployment rate - Male,5.6
Côte d’Ivoire,2005,Labour force participation - Female,48
Côte d’Ivoire,2005,Unemployment rate - Female,5.4
Côte d’Ivoire,2010,Labour force participation - Total,60.3
Côte d’Ivoire,2010,Unemployment rate - Total,6.7
Côte d’Ivoire,2010,Labour force participation - Male,72.1
Côte d’Ivoire,2010,Unemployment rate - Male,6.8
Côte d’Ivoire,2010,Labour force participation - Female,47.8
Côte d’Ivoire,2010,Unemployment rate - Female,6.6
Côte d’Ivoire,2015,Labour force participation - Total,57.7
Côte d’Ivoire,2015,Unemployment rate - Total,3.1
Côte d’Ivoire,2015,Labour force participation - Male,67.3
Côte d’Ivoire,2015,Unemployment rate - Male,2.5
Côte d’Ivoire,2015,Labour force participation - Female,47.8
Côte d’Ivoire,2015,Unemployment rate - Female,4
Côte d’Ivoire,2020,Labour force participation - Total,56.9
Côte d’Ivoire,2020,Unemployment rate - Total,3.4
Côte d’Ivoire,2020,Labour force participation - Male,65.4
Côte d’Ivoire,2020,Unemployment rate - Male,3.2
Côte d’Ivoire,2020,Labour force participation - Female,48.3
Côte d’Ivoire,2020,Unemployment rate - Female,3.8
Croatia,2005,Labour force participation - Total,53.3
Croatia,2005,Unemployment rate - Total,12.6
Croatia,2005,Labour force participation - Male,61.1
Croatia,2005,Unemployment rate - Male,11.6
Croatia,2005,Labour force participation - Female,46.2
Croatia,2005,Unemployment rate - Female,13.8
Croatia,2010,Labour force participation - Total,52.7
Croatia,2010,Unemployment rate - Total,11.6
Croatia,2010,Labour force participation - Male,59.8
Croatia,2010,Unemployment rate - Male,11
Croatia,2010,Labour force participation - Female,46.2
Croatia,2010,Unemployment rate - Female,12.3
Croatia,2015,Labour force participation - Total,52.5
Croatia,2015,Unemployment rate - Total,16.2
Croatia,2015,Labour force participation - Male,59.2
Croatia,2015,Unemployment rate - Male,15.6
Croatia,2015,Labour force participation - Female,46.6
Croatia,2015,Unemployment rate - Female,16.9
Croatia,2020,Labour force participation - Total,51
Croatia,2020,Unemployment rate - Total,7.1
Croatia,2020,Labour force participation - Male,57.2
Croatia,2020,Unemployment rate - Male,6.1
Croatia,2020,Labour force participation - Female,45.3
Croatia,2020,Unemployment rate - Female,8.3
Cuba,2005,Labour force participation - Total,52.5
Cuba,2005,Unemployment rate - Total,2
Cuba,2005,Labour force participation - Male,67.1
Cuba,2005,Unemployment rate - Male,1.8
Cuba,2005,Labour force participation - Female,38.3
Cuba,2005,Unemployment rate - Female,2.2
Cuba,2010,Labour force participation - Total,55.1
Cuba,2010,Unemployment rate - Total,2.5
Cuba,2010,Labour force participation - Male,68.4
Cuba,2010,Unemployment rate - Male,2.4
Cuba,2010,Labour force participation - Female,42
Cuba,2010,Unemployment rate - Female,2.7
Cuba,2015,Labour force participation - Total,54.2
Cuba,2015,Unemployment rate - Total,2.4
Cuba,2015,Labour force participation - Male,67.1
Cuba,2015,Unemployment rate - Male,2.3
Cuba,2015,Labour force participation - Female,41.6
Cuba,2015,Unemployment rate - Female,2.6
Cuba,2020,Labour force participation - Total,53.4
Cuba,2020,Unemployment rate - Total,1.6
Cuba,2020,Labour force participation - Male,66.7
Cuba,2020,Unemployment rate - Male,1.5
Cuba,2020,Labour force participation - Female,40.5
Cuba,2020,Unemployment rate - Female,1.7
Curaçao,2005,Labour force participation - Total,59.4
Curaçao,2005,Unemployment rate - Total,18.2
Curaçao,2005,Labour force participation - Male,65.4
Curaçao,2005,Unemployment rate - Male,17.1
Curaçao,2005,Labour force participation - Female,54.8
Curaçao,2005,Unemployment rate - Female,19.2
Curaçao,2008,Labour force participation - Total,59
Curaçao,2008,Unemployment rate - Total,10.3
Curaçao,2008,Labour force participation - Male,66.5
Curaçao,2008,Unemployment rate - Male,8
Curaçao,2008,Labour force participation - Female,53.2
Curaçao,2008,Unemployment rate - Female,12.5
Curaçao,2009,Unemployment rate - Total,9.6
Curaçao,2009,Unemployment rate - Male,7.8
Curaçao,2009,Unemployment rate - Female,11.2
Curaçao,2013,Unemployment rate - Total,13
Curaçao,2013,Unemployment rate - Male,10.5
Curaçao,2013,Unemployment rate - Female,15.4
Cyprus,2005,Labour force participation - Total,63
Cyprus,2005,Unemployment rate - Total,5.3
Cyprus,2005,Labour force participation - Male,72.7
Cyprus,2005,Unemployment rate - Male,4.4
Cyprus,2005,Labour force participation - Female,53.2
Cyprus,2005,Unemployment rate - Female,6.5
Cyprus,2010,Labour force participation - Total,64.1
Cyprus,2010,Unemployment rate - Total,6.3
Cyprus,2010,Labour force participation - Male,70.6
Cyprus,2010,Unemployment rate - Male,6.1
Cyprus,2010,Labour force participation - Female,57.6
Cyprus,2010,Unemployment rate - Female,6.4
Cyprus,2015,Labour force participation - Total,62.6
Cyprus,2015,Unemployment rate - Total,14.9
Cyprus,2015,Labour force participation - Male,67.4
Cyprus,2015,Unemployment rate - Male,15
Cyprus,2015,Labour force participation - Female,57.9
Cyprus,2015,Unemployment rate - Female,14.8
Cyprus,2020,Labour force participation - Total,62.9
Cyprus,2020,Unemployment rate - Total,7.2
Cyprus,2020,Labour force participation - Male,68
Cyprus,2020,Unemployment rate - Male,6.4
Cyprus,2020,Labour force participation - Female,57.8
Cyprus,2020,Unemployment rate - Female,8.3
Czechia,2005,Labour force participation - Total,59.5
Czechia,2005,Unemployment rate - Total,7.9
Czechia,2005,Labour force participation - Male,68.9
Czechia,2005,Unemployment rate - Male,6.5
Czechia,2005,Labour force participation - Female,50.8
Czechia,2005,Unemployment rate - Female,9.8
Czechia,2010,Labour force participation - Total,58.4
Czechia,2010,Unemployment rate - Total,7.3
Czechia,2010,Labour force participation - Male,68
Czechia,2010,Unemployment rate - Male,6.4
Czechia,2010,Labour force participation - Female,49.2
Czechia,2010,Unemployment rate - Female,8.5
Czechia,2015,Labour force participation - Total,59.6
Czechia,2015,Unemployment rate - Total,5.1
Czechia,2015,Labour force participation - Male,68.3
Czechia,2015,Unemployment rate - Male,4.2
Czechia,2015,Labour force participation - Female,51.4
Czechia,2015,Unemployment rate - Female,6.1
Czechia,2020,Labour force participation - Total,60.3
Czechia,2020,Unemployment rate - Total,1.9
Czechia,2020,Labour force participation - Male,68.2
Czechia,2020,Unemployment rate - Male,1.6
Czechia,2020,Labour force participation - Female,52.8
Czechia,2020,Unemployment rate - Female,2.3
Dem. People's Rep. Korea,2005,Labour force participation - Total,81.5
Dem. People's Rep. Korea,2005,Unemployment rate - Total,2.9
Dem. People's Rep. Korea,2005,Labour force participation - Male,88.6
Dem. People's Rep. Korea,2005,Unemployment rate - Male,3.3
Dem. People's Rep. Korea,2005,Labour force participation - Female,74.9
Dem. People's Rep. Korea,2005,Unemployment rate - Female,2.5
Dem. People's Rep. Korea,2010,Labour force participation - Total,80.9
Dem. People's Rep. Korea,2010,Unemployment rate - Total,2.9
Dem. People's Rep. Korea,2010,Labour force participation - Male,88
Dem. People's Rep. Korea,2010,Unemployment rate - Male,3.3
Dem. People's Rep. Korea,2010,Labour force participation - Female,74.2
Dem. People's Rep. Korea,2010,Unemployment rate - Female,2.5
Dem. People's Rep. Korea,2015,Labour force participation - Total,80.5
Dem. People's Rep. Korea,2015,Unemployment rate - Total,2.9
Dem. People's Rep. Korea,2015,Labour force participation - Male,87.7
Dem. People's Rep. Korea,2015,Unemployment rate - Male,3.3
Dem. People's Rep. Korea,2015,Labour force participation - Female,73.7
Dem. People's Rep. Korea,2015,Unemployment rate - Female,2.5
Dem. People's Rep. Korea,2020,Labour force participation - Total,80.3
Dem. People's Rep. Korea,2020,Unemployment rate - Total,2.8
Dem. People's Rep. Korea,2020,Labour force participation - Male,87.7
Dem. People's Rep. Korea,2020,Unemployment rate - Male,3.1
Dem. People's Rep. Korea,2020,Labour force participation - Female,73.3
Dem. People's Rep. Korea,2020,Unemployment rate - Female,2.4
Dem. Rep. of the Congo,2005,Labour force participation - Total,71.6
Dem. Rep. of the Congo,2005,Unemployment rate - Total,2.9
Dem. Rep. of the Congo,2005,Labour force participation - Male,72.8
Dem. Rep. of the Congo,2005,Unemployment rate - Male,3.5
Dem. Rep. of the Congo,2005,Labour force participation - Female,70.5
Dem. Rep. of the Congo,2005,Unemployment rate - Female,2.2
Dem. Rep. of the Congo,2010,Labour force participation - Total,66.3
Dem. Rep. of the Congo,2010,Unemployment rate - Total,4
Dem. Rep. of the Congo,2010,Labour force participation - Male,68.7
Dem. Rep. of the Congo,2010,Unemployment rate - Male,4.7
Dem. Rep. of the Congo,2010,Labour force participation - Female,63.9
Dem. Rep. of the Congo,2010,Unemployment rate - Female,3.2
Dem. Rep. of the Congo,2015,Labour force participation - Total,63.9
Dem. Rep. of the Congo,2015,Unemployment rate - Total,4.4
Dem. Rep. of the Congo,2015,Labour force participation - Male,66.8
Dem. Rep. of the Congo,2015,Unemployment rate - Male,5.2
Dem. Rep. of the Congo,2015,Labour force participation - Female,61.1
Dem. Rep. of the Congo,2015,Unemployment rate - Female,3.6
Dem. Rep. of the Congo,2020,Labour force participation - Total,63.2
Dem. Rep. of the Congo,2020,Unemployment rate - Total,4.3
Dem. Rep. of the Congo,2020,Labour force participation - Male,66.1
Dem. Rep. of the Congo,2020,Unemployment rate - Male,5
Dem. Rep. of the Congo,2020,Labour force participation - Female,60.4
Dem. Rep. of the Congo,2020,Unemployment rate - Female,3.4
Denmark,2005,Labour force participation - Total,65.9
Denmark,2005,Unemployment rate - Total,4.8
Denmark,2005,Labour force participation - Male,71.4
Denmark,2005,Unemployment rate - Male,4.4
Denmark,2005,Labour force participation - Female,60.5
Denmark,2005,Unemployment rate - Female,5.3
Denmark,2010,Labour force participation - Total,64.4
